,period,study_area,sub_area,area_subarea,parking_transaction_date_time,paymen_tmean,transaction_amount,paidduration_in_minutes,source_element_key
20312,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 14:11,CREDIT CARD,2,120,47225
20313,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 16:14,PHONE,0.5,20,57193
20314,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 17:11,PHONE,0.5,60,47225
20315,Evening,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 17:12,PHONE,0.33,40,30970
20316,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 16:14,PHONE,0.67,20,30970
20317,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 9:17,PHONE,2,240,24041
20318,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/24/2022 10:16,PHONE,3,360,12682
20319,Evening,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 17:12,PHONE,0.4,48,1433
20320,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 15:15,PHONE,0.5,60,1433
20321,Evening,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/24/2022 19:20,PHONE,0.33,40,70750
20322,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 14:14,PHONE,3,120,57193
20323,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 10:17,PHONE,1,120,1433
20324,Evening,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/24/2022 19:20,PHONE,0.17,20,70750
20325,Evening,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/24/2022 18:17,CREDIT CARD,0.25,30,77317
20326,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 9:20,CREDIT CARD,1,120,94602
20327,Evening,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 19:20,PHONE,0.33,40,30970
20328,Evening,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/24/2022 18:18,PHONE,0.5,60,70750
20329,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 15:16,CASH,0.75,45,47225
20330,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 11:19,PHONE,1,120,94602
20331,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 11:19,PHONE,1,120,1433
20332,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 11:19,PHONE,1.5,180,1433
20333,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 14:15,CREDIT CARD,1.88,225,53138
20334,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 13:16,CREDIT CARD,0.75,90,94602
20335,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/24/2022 8:00,PHONE,2.49,299,10165
20336,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 10:19,PHONE,1,120,94602
20337,Evening,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 17:16,PHONE,0.37,44,53137
20338,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 15:18,PHONE,1.35,162,1433
20339,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 13:18,PHONE,0.75,90,53138
20340,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 13:18,PHONE,0.25,30,94602
20341,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 8:00,PHONE,2,240,24041
20342,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 13:19,PHONE,1,120,1433
20343,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 18:20,PHONE,0.83,100,24041
20344,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 15:18,PHONE,1,120,94602
20345,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 15:18,PHONE,1.35,162,1433
20346,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 15:18,PHONE,3.55,120,30970
20347,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 11:21,PHONE,0.5,20,57193
20348,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 12:16,PHONE,3,120,57193
20349,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 16:20,CASH,0.5,60,24042
20350,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 12:16,PHONE,1,120,94602
20351,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 14:17,PHONE,0.5,60,53138
20352,Evening,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 17:16,PHONE,1.1,44,57194
20353,Evening,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 17:17,PHONE,0.25,30,94602
20354,Morning,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/24/2022 11:23,PHONE,1,30,70750
20355,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 14:18,CREDIT CARD,1.85,221,53138
20356,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 12:17,PHONE,0.25,30,24041
20357,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 12:17,PHONE,1,120,94602
20358,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 10:22,PHONE,0.17,20,57194
20359,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 15:19,PHONE,1.84,120,47225
20360,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 14:19,PHONE,2,240,24042
20361,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 14:19,PHONE,2,60,30970
20362,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 18:22,PHONE,0.75,90,24041
20363,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 11:23,PHONE,1,120,94602
20364,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 11:23,PHONE,3,90,30970
20365,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 12:17,CREDIT CARD,1,30,30970
20366,Evening,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/24/2022 19:27,PHONE,0.5,60,77317
20367,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 8:00,PHONE,0.95,114,94602
20368,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 8:00,PHONE,1.95,234,1433
20369,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 8:00,PHONE,0.95,114,94602
20370,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 8:00,PHONE,0.95,114,30970
20371,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,CREDIT CARD,1.5,180,53138
20372,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 16:23,PHONE,0.81,97,1433
20373,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 13:21,PHONE,4,120,30970
20374,Morning,South Lake Union,South,FAIRVIEW AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 11:24,PHONE,3,120,33146
20375,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 9:28,PHONE,0.33,40,94602
20376,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 14:19,CASH,1,120,24041
20377,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 11:24,CREDIT CARD,1,120,94602
20378,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 8:00,PHONE,0.97,116,47225
20379,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 8:00,CREDIT CARD,2,240,1433
20380,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/24/2022 8:00,CREDIT CARD,3.25,390,10165
20381,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 10:25,PHONE,1,120,24041
20382,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:00,CREDIT CARD,1.5,180,53138
20383,Evening,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 17:20,PHONE,1,40,57193
20384,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 8:00,PHONE,1.98,237,1433
20385,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 14:22,PHONE,1,30,30970
20386,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 11:26,CASH,0.3,12,57194
20387,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 13:22,PHONE,2,60,30970
20388,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 9:30,PHONE,1.25,120,47225
20389,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 9:30,PHONE,0.5,60,47225
20390,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 13:23,PHONE,2.31,277,53138
20391,Evening,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 17:21,PHONE,0.33,39,1433
20392,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 9:30,CREDIT CARD,0.75,89,57193
20393,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 16:26,PHONE,1.35,60,30970
20394,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 17:21,CREDIT CARD,0.75,90,47225
20395,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 15:25,PHONE,1.5,60,57194
20396,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 12:21,PHONE,4.5,180,57193
20397,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 10:29,CREDIT CARD,1,120,94602
20398,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 13:24,CASH,0.5,30,47225
20399,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 13:24,PHONE,1.5,180,1433
20400,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 12:22,PHONE,1,120,94602
20401,Evening,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 17:22,CREDIT CARD,0.97,38,57193
20402,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 14:24,PHONE,2,240,24042
20403,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 14:24,PHONE,1,120,94602
20404,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 10:30,PHONE,0.25,30,47225
20405,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 10:30,PHONE,0.5,60,53137
20406,Morning,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/24/2022 11:29,PHONE,4,120,70750
20407,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 14:24,PHONE,1,120,94602
20408,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 11:29,CASH,0.75,30,57194
20409,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 8:00,PHONE,0.75,90,47225
20410,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 14:24,PHONE,1.5,60,57193
20411,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 8:00,PHONE,0.5,60,24041
20412,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 13:26,PHONE,1,120,94602
20413,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 15:26,PHONE,1,120,53138
20414,Morning,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 10:31,PHONE,3.28,120,30970
20415,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 17:23,CREDIT CARD,1.31,156,24042
20416,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 14:25,PHONE,1.79,215,1433
20417,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 11:30,PHONE,0.25,30,94602
20418,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 10:31,PHONE,0.76,60,47225
20419,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 10:33,PHONE,1.5,180,1433
20420,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 14:25,PHONE,2.25,90,57193
20421,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 14:26,PHONE,1,120,53138
20422,Evening,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 17:24,CREDIT CARD,0.91,36,57194
20423,Evening,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/24/2022 18:31,PHONE,1,120,77317
20424,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 13:27,CREDIT CARD,1.5,180,1433
20425,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 19:38,PHONE,0.18,22,47225
20426,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 11:32,PHONE,2,240,1433
20427,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 8:01,PHONE,1,120,94602
20428,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 14:26,PHONE,5.35,214,57194
20429,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 14:26,PHONE,1,60,47225
20430,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 10:33,CASH,1,120,94602
20431,Evening,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 17:26,PHONE,0.28,34,53138
20432,Evening,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 17:26,PHONE,0.08,10,30970
20433,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 10:34,PHONE,0.78,60,47225
20434,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 8:02,PHONE,3.03,240,57193
20435,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 9:37,CREDIT CARD,2,240,1433
20436,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 13:28,PHONE,4,120,30970
20437,Evening,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/24/2022 17:26,PHONE,1,120,77317
20438,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 8:02,PHONE,2,240,24041
20439,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 8:02,PHONE,1,120,94602
20440,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 10:34,CASH,1,114,94602
20441,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 13:29,PHONE,0.38,45,24042
20442,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 13:29,PHONE,0.55,66,24041
20443,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 10:34,CREDIT CARD,3.5,157,57194
20444,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 16:32,CREDIT CARD,0.5,60,1433
20445,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 17:26,CREDIT CARD,1.28,153,24041
20446,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 13:29,CREDIT CARD,1.5,90,47225
20447,Evening,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 17:27,PHONE,0.28,33,53138
20448,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 8:02,PHONE,1.53,180,57193
20449,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 16:32,CREDIT CARD,0.75,30,57194
20450,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 12:27,CREDIT CARD,1,120,94602
20451,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 8:02,PHONE,2,240,1433
20452,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 8:03,PHONE,3,360,53137
20453,Morning,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 11:35,PHONE,0.25,30,53138
20454,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 16:33,PHONE,0.73,87,53138
20455,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 13:30,PHONE,1,120,1433
20456,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 16:33,PHONE,2.18,87,57194
20457,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 12:28,PHONE,0.5,60,53138
20458,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 10:37,PHONE,1,120,94602
20459,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 12:28,PHONE,1,120,94602
20460,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 9:41,PHONE,1.34,120,47225
20461,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 14:29,CREDIT CARD,1,120,94602
20462,Evening,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 17:29,PHONE,0.26,31,1433
20463,Morning,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 10:38,PHONE,1.13,60,57193
20464,Afternoon,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 12:29,PHONE,2,120,47225
20465,Afternoon,Denny Triangle,North,MINOR AVE BETWEEN HOWELL ST AND STEWART ST,3/24/2022 14:30,PHONE,0.38,15,57194
20466,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 10:38,CREDIT CARD,1,120,94602
20467,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 18:36,PHONE,0.7,84,47225
20468,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 8:04,PHONE,2,240,1433
20469,Evening,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/24/2022 19:46,PHONE,0.12,14,70750
20470,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 8:04,PHONE,1,120,94602
20471,Morning,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 10:39,PHONE,0.25,30,24041
20472,Morning,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/24/2022 10:39,PHONE,1.5,180,10165
20473,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 16:35,PHONE,0.71,85,94602
20474,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 14:31,PHONE,0.5,60,94602
20475,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 16:35,PHONE,0.71,85,1433
20476,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 16:35,CREDIT CARD,1.71,204,24041
20477,Morning,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 11:38,PHONE,1,60,47225
20478,Evening,University District,Core,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,3/24/2022 18:38,PHONE,0.13,15,47225
20479,Morning,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/24/2022 10:40,PHONE,3.47,119,70750
20480,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 11:38,CREDIT CARD,0.25,30,94602
20481,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 16:36,PHONE,1.7,204,24041
20482,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 19:52,PHONE,0.07,8,24041
20483,Morning,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 8:06,CREDIT CARD,1,120,94602
20484,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 12:32,CREDIT CARD,1,120,1433
20485,Afternoon,South Lake Union,North,EASTLAKE AVE E BETWEEN ALOHA ST AND WARD ST,3/24/2022 13:35,PHONE,0.67,80,10165
20486,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 13:35,PHONE,1,120,24041
20487,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 12:32,CREDIT CARD,0.75,90,53138
20488,Morning,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/24/2022 11:40,PHONE,3,90,70750
20489,Morning,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 10:42,CREDIT CARD,2,240,1433
20490,Morning,South Lake Union,North,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,3/24/2022 8:07,PHONE,3.25,390,12682
20491,Afternoon,Belltown,South,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST,3/24/2022 14:33,CREDIT CARD,2.25,67,70750
20492,Afternoon,University District,Edge,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3/24/2022 13:36,PHONE,2,240,1433
20493,Afternoon,Uptown Triangle,,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 16:39,PHONE,0.5,60,53137
20494,Afternoon,South Lake Union,North,FAIRVIEW NR AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,3/24/2022 16:38,CASH,0.75,82,94602
20495,Afternoon,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 16:38,CREDIT CARD,1.56,120,30970
20496,Afternoon,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 16:38,CREDIT CARD,1.69,202,24041
20497,Evening,Denny Triangle,South,7TH AVE BETWEEN OLIVE WAY AND STEWART ST,3/24/2022 18:41,PHONE,0.66,79,30970
20498,Evening,Belltown,North,1ST AVE BETWEEN BELL ST AND BATTERY ST,3/24/2022 18:41,PHONE,0.66,79,24041
20499,Unknown,Pike-Pine,,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,3/24/2022 20:01,CREDIT CARD,1,118,77317
20500,Afternoon,South Lake Union,South,FAIRVIEW AVE N BETWEEN JOHN ST AND THOMAS ST,3/24/2022 13:36,PHONE,0.25,10,33146
